grid_id,node_id,distance,grid_lng,grid_lat,node_lng,node_lat
5109,262009,0.0011228286823952275,121.822325,31.336349,121.8212101,31.3362158
5110,128463,0.00014988038563804287,121.836075,31.336349,121.8359457,31.3362732
5111,127963,0.0013447713560337288,121.849825,31.336349,121.849584,31.337672
5112,80986,0.0005158275099388697,121.863575,31.336349,121.8640239,31.3366031
5113,81137,0.0017099780641829305,121.877325,31.336349,121.8768627,31.3347027
5114,396956,0.006386350273044164,121.891075,31.336349,121.8847016,31.3359425
5115,396939,0.00882338456262344,121.904825,31.336349,121.9079683,31.3445935
5116,263843,0.008088057452814995,121.918575,31.336349,121.9181156,31.344424
5117,395996,0.00884601986714008,121.932325,31.336349,121.9410968,31.3352055
5118,263842,0.00316554851012268,121.946075,31.336349,121.9429609,31.3357806
5119,396010,0.005639314182584513,121.959825,31.336349,121.9548752,31.3336469
5120,224341,0.19812476814698562,120.873575,31.346371,121.0555637,31.2680541
5121,224341,0.18557423582840504,120.887325,31.346371,121.0555637,31.2680541
5122,224341,0.17320593307764104,120.901075,31.346371,121.0555637,31.2680541
5123,224341,0.16106184682692584,120.914825,31.346371,121.0555637,31.2680541
5124,224341,0.1491967384137458,120.928575,31.346371,121.0555637,31.2680541
5125,224341,0.13768275129187152,120.942325,31.346371,121.0555637,31.2680541
5126,224341,0.1266157109260107,120.956075,31.346371,121.0555637,31.2680541
5127,224341,0.11612347524639001,120.969825,31.346371,121.0555637,31.2680541
5128,224341,0.10637626499035815,120.983575,31.346371,121.0555637,31.2680541
5129,224341,0.09759755633876768,120.997325,31.346371,121.0555637,31.2680541
5130,190600,0.0881591144162057,121.011075,31.346371,121.0795923,31.2908966
5131,195420,0.07576167835475037,121.024825,31.346371,121.1004837,31.3503198
5132,195420,0.06203450779308597,121.038575,31.346371,121.1004837,31.3503198
5133,195420,0.04832032085086129,121.052325,31.346371,121.1004837,31.3503198
5134,195420,0.03463454427490004,121.066075,31.346371,121.1004837,31.3503198
5135,195420,0.0210327104085502,121.079825,31.346371,121.1004837,31.3503198
5136,195420,0.007957584880474369,121.093575,31.346371,121.1004837,31.3503198
5137,195482,0.0022503039283548825,121.107325,31.346371,121.1092166,31.3475899
5138,229100,0.0019675957536978224,121.121075,31.346371,121.1230267,31.3461214
5139,229050,0.0011741624504302418,121.134825,31.346371,121.1351575,31.3452449
5140,195397,0.00045502081270483614,121.148575,31.346371,121.1482115,31.3460973
5141,194203,0.0006437423708298447,121.162325,31.346371,121.162702,31.3458492
5142,181753,0.0012806042206666144,121.176075,31.346371,121.1769016,31.3473491
5143,57773,0.00014722200922225563,121.189825,31.346371,121.1899244,31.3462624
5144,181033,0.0018517682171424465,121.203575,31.346371,121.2018763,31.3471082
5145,87352,0.0003674398454192118,121.217325,31.346371,121.2174198,31.346016
5146,183133,0.0004503172770329155,121.231075,31.346371,121.2314861,31.3465548
5147,183150,0.0011182288316808973,121.244825,31.346371,121.2440526,31.3471796
5148,549679,6.34553386188312e-05,121.258575,31.346371,121.2585277,31.3463287
5149,352257,0.00037789476048158074,121.272325,31.346371,121.2724167,31.3467376
5150,185213,0.002497926790362047,121.286075,31.346371,121.2885565,31.346657
5151,185301,0.0010783137437676473,121.299825,31.346371,121.3000323,31.3474292
5152,54365,0.0024278317178045403,121.313575,31.346371,121.3112224,31.3457713
5153,194662,0.002108076288942638,121.327325,31.346371,121.329261,31.3455368
5154,352356,0.001409304172273494,121.341075,31.346371,121.3416767,31.3450966
5155,509230,7.312072209983794e-05,121.354825,31.346371,121.35479,31.3464352
5156,194512,0.00010341856699440446,121.368575,31.346371,121.3686092,31.3462734
5157,143169,0.0003054747289062149,121.382325,31.346371,121.3820234,31.3463225
5158,479257,0.001193869381463015,121.396075,31.346371,121.3956079,31.3474697
5159,197436,0.0020808752773712595,121.409825,31.346371,121.4078166,31.3469154
5160,531613,0.00019615241523139465,121.423575,31.346371,121.4234326,31.3462361
5161,472475,0.0006860230681302286,121.437325,31.346371,121.4380028,31.3464769
5162,68892,0.001702853986701026,121.451075,31.346371,121.4500717,31.3449951
5163,265676,0.0003846229322383526,121.464825,31.346371,121.4644464,31.3463032
5164,34618,0.0019346469160965313,121.478575,31.346371,121.48038,31.3470673
5165,34615,0.0012163485766777176,121.492325,31.346371,121.4913985,31.3455829
5166,393721,0.0008944402998524203,121.506075,31.346371,121.5067194,31.3457507
5167,37162,0.0019235152221911986,121.519825,31.346371,121.5189166,31.3446755
